430.910544999999,79621.9254,11.0023,74840.1108,495000.0196,22.2476,19.9914476828039,64.4963,24679.9965,24677.6906,24678.3067,24675.0312,24674.1759,1619990.3305,1619972.4036,1619887.2759,1619784.3946,1619573.3908,125850.4213
431.3913305,79633.3876,11.0261,74826.0656,495955.6202,21.9069,20.1331846423106,64.8943,24651.2287,24655.8541,24651.9587,24650.4148,24648.5492,1656184.874,1656189.1862,1656087.4226,1655979.9293,1655779.5837,125872.6314
431.482212000002,79636.2065,11.0077,74814.4346,496807.2666,21.6623,20.2519381782423,65.2587,24629.1239,24630.8907,24628.2757,24626.5818,24625.3349,1692799.8545,1692765.8514,1692684.0864,1692579.4228,1692379.1941,125891.4035
433.949447,79644.5197,11.0055,74803.4856,497559.7209,21.418,20.3644151070425,65.5939,24609.8572,24612.3251,24610.1748,24608.094,24605.3705,1729797.5075,1729774.2863,1729691.9465,1729583.1394,1729358.4855,125908.1753
432.140832000001,79647.214,10.9775,74795.8986,498197.4163,21.1104,20.4583211253371,65.8106,24593.815,24592.9625,24589.8874,24590.8097,24585.8692,1767179.038,1767165.8202,1767077.1725,1766967.1726,1766742.0768,125920.443
433.4363075,79652.8424,11.0009,74789.4238,498754.8392,20.9055,20.5402558803021,66.0419,24579.6978,24580.8514,24578.3121,24576.4955,24574.2403,1804976.4704,1804973.647,1804889.1934,1804764.8922,1804526.1075,125928.9615
434.055823999999,79656.287,10.9718,74782.6805,499207.9394,20.6721,20.6006905045241,66.2677,24566.2118,24570.5776,24567.5775,24565.1027,24562.6625,1843188.291,1843174.7339,1843069.1633,1842954.1078,1842728.5892,125937.5415
434.3063,79658.2634,11.0018,74778.6786,499547.4014,20.4998,20.6583407729525,66.4075,24559.5635,24559.2395,24557.4912,24553.525,24553.5968,1881788.6032,1881766.8783,1881674.1282,1881573.8121,1881329.7702,125941.5682
435.476479999999,79660.6998,10.9954,74776.2231,499807.2915,20.3626,20.6940357033963,66.5987,24553.739,24551.6745,24551.3415,24548.9002,24546.0042,1920790.2661,1920772.0166,1920675.4682,1920559.4258,1920309.0246,125942.9773
433.410367499999,79663.2427,10.9933,74774.2332,499957.2347,20.2849,20.718590285512,66.562,24547.4793,24549.4997,24548.587,24544.3308,24542.7749,1960175.738,1960166.5178,1960063.9923,1959951.2105,1959705.0281,125944.663
432.35945,79662.9486,10.9926,74771.9901,499998.5818,20.2619,20.7279633611699,66.5708,24545.209,24548.4269,24544.6315,24544.8907,24541.5171,1999969.925,1999959.4937,1999867.2051,1999747.9336,1999481.9241,125944.9548
437.3135665,79658.0439,11.003,74775.3847,499953.7538,20.311,20.7157336856628,66.6025,24548.7887,24547.3369,24547.4805,24543.9244,24543.7512,2040185.798,2040150.3506,2040075.3968,2039932.8939,2039689.1771,125944.6478
433.943353,79662.5899,10.9942,74775.1364,499796.8669,20.3591,20.6968763105441,66.5331,24551.9607,24553.1433,24551.205,24550.3925,24545.9617,2080779.6947,2080766.6309,2080665.9518,2080536.4843,2080264.8173,125943.3636
435.861710499999,79658.8486,10.9892,74778.2014,499555.2339,20.5419,20.6591782625705,66.4125,24557.5743,24558.9777,24557.6683,24556.193,24554.1925,2121778.0233,2121773.3178,2121653.7008,2121518.9794,2121260.5083,125941.1538
439.205760000001,79657.2922,10.9933,74781.9232,499197.7276,20.6683,20.6096244713395,66.2751,24565.8361,24566.4218,24564.2872,24565.7771,24561.167,2163185.0665,2163165.9057,2163065.8995,2162922.9807,2162637.3353,125937.3749
434.679142499999,79652.9865,10.9919,74791.6694,498758.2275,20.9059,20.5381977808922,66.0842,24582.0283,24583.5697,24577.8571,24579.1554,24575.2841,2204980.1877,2204978.6691,2204860.1007,2204709.4974,2204439.6043,125929.4922
430.784480000001,79645.9875,11.0083,74795.2452,498201.815,21.1143,20.4579977002494,65.8755,24593.8727,24593.8353,24593.0589,24590.3108,24587.3168,2247179.9792,2247156.029,2247049.9261,2246909.5826,2246625.0555,125920.5254
431.656612999998,79645.0573,10.9997,74805.7122,497556.6082,21.3552,20.3631759083075,65.5884,24611.0587,24611.9211,24611.1655,24607.4566,24602.2192,2289769.0117,2289771.2023,2289652.0473,2289497.3389,2289223.3323,125908.943
433.291210000003,79637.2768,11.0178,74815.1823,496793.4104,21.6704,20.2538752621524,65.1812,24629.756,24627.4572,24628.9523,24628.2724,24626.0884,2332782.4532,2332752.3882,2332650.4745,2332496.9136,2332198.7131,125891.6904
433.652994,79628.7336,11.0175,74826.643,495952.5015,21.9233,20.1303275065138,64.9529,24654.7192,24656.6873,24653.1838,24651.0895,24647.4442,2376191.9681,2376160.7639,2376041.2926,2375883.173,2375586.7054,125873.7308
433.887935,79623.446,11.0134,74838.7363,494990.6447,22.2627,19.9938943992584,64.5,24677.3289,24679.8622,24675.3832,24675.8877,24672.5297,2419979.0745,2419963.8723,2419852.7027,2419678.0139,2419380.8832,125850.8737
